ID	age	sex	n_babies	site	year	pop_size	weight
48	9	m	1	2	1992	149	NA
49	10	m	1	1	1992	149	-3.1153680403026227
51	1	f	1	1	1992	149	4.156547895537479
54	6	m	2	1	1992	149	-2.989710038391626
59	12	f	1	3	1992	149	9.709185975536883
60	3	m	1	2	1992	149	2.048404425968927
73	7	m	2	2	1992	149	NA
78	0	m	1	2	1992	149	-1.8827399544817438
80	10	m	2	3	1992	149	-7.713107266391334
83	4	f	2	2	1992	149	7.272162806764021
91	2	m	1	2	1992	149	NA
92	1	m	1	2	1992	149	-5.221583474072976
94	2	m	0	1	1992	149	-4.021053614328965
98	3	f	0	1	1992	149	7.4542528451643975
103	6	f	0	3	1992	149	7.703151092153183
104	3	f	2	3	1992	149	3.6284610499369156
105	2	f	0	1	1992	149	NA
108	5	m	2	3	1992	149	-8.721458330279518
109	11	f	2	3	1992	149	13.826784212316918
110	3	f	1	2	1992	149	0.9704270584826876
122	7	f	2	2	1992	149	5.299454112670945
127	1	m	0	1	1992	149	-8.247100701278738
132	2	f	2	2	1992	149	5.435820802516227
137	6	f	2	1	1992	149	5.525763405250868
140	9	m	1	3	1992	149	0.3513384011431152
145	11	m	0	2	1992	149	2.631640232411793
148	1	f	1	2	1992	149	5.880413584463626
149	5	m	0	2	1992	149	-4.5406763317508325
167	5	m	2	3	1992	149	-2.957445635529535
168	7	m	0	3	1992	149	-4.026621555497527
170	12	f	0	2	1992	149	3.6174647843909953
174	6	m	1	3	1992	149	-3.051334833071112
182	0	f	2	3	1992	149	10.850381768566395
185	1	m	0	1	1992	149	-5.625026605931148
186	7	m	0	2	1992	149	-2.6662430727191806
187	7	m	2	1	1992	149	-2.4495031130177214
192	1	f	2	2	1992	149	1.1749223354187661
194	2	m	0	2	1992	149	-6.379687871928775
197	6	f	2	3	1992	149	NA
200	11	f	1	1	1992	149	1.7457558163834412
201	5	f	2	2	1992	149	4.330398152637347
203	5	f	2	3	1992	149	5.692173917026074
214	2	f	2	1	1992	149	-1.850851375292546
218	1	m	2	1	1992	149	NA
227	6	f	2	1	1992	149	6.421361322404112
231	3	m	1	3	1992	149	-11.355542421125065
232	9	f	1	2	1992	149	NA
237	1	f	2	3	1992	149	4.5301469601432505
244	10	f	1	2	1992	149	8.291823584114628
267	10	f	1	3	1992	149	6.166868708395567
273	7	m	1	3	1992	149	-6.361170801469453
279	9	f	2	1	1992	149	8.72337906476397
281	0	f	1	2	1992	149	2.4919350945986305
297	10	f	1	2	1992	149	6.541001709443772
298	2	m	1	2	1992	149	-9.616410006257826
303	2	f	1	1	1992	149	10.241058394213784
305	3	f	0	3	1992	149	6.544491058675755
309	9	f	0	2	1992	149	4.3237883155375885
311	2	m	0	3	1992	149	-7.145316456092362
313	2	m	1	2	1992	149	-1.9431870722503009
316	1	m	1	1	1992	149	-9.114749017888524
317	0	f	0	1	1992	149	6.323863697489427
322	2	f	2	3	1992	149	0.07854079207910876
323	1	f	2	1	1992	149	2.5131963791276535
334	12	f	1	1	1992	149	10.937994480021635
339	1	f	1	2	1992	149	2.7909209943139213
344	5	m	1	3	1992	149	-3.652096167731657
350	6	f	1	2	1992	149	8.419511624431145
353	8	m	1	3	1992	149	-1.3442166649627232
354	0	m	2	1	1992	149	-6.981621000964411
356	6	f	1	1	1992	149	3.805901641680395
359	4	f	2	3	1992	149	8.12505027636814
361	4	f	2	3	1992	149	6.314032563716452
368	8	f	0	2	1992	149	1.0121997584249058
376	0	m	0	1	1992	149	-7.423863266156986
385	4	m	0	1	1992	149	-0.26254258269449027
386	0	m	0	2	1992	149	-8.976251622063803
387	6	m	0	2	1992	149	0.8748030699366347
390	2	f	0	1	1992	149	3.0768102432613413
391	7	m	0	3	1992	149	-3.8884711679783965
394	6	m	1	3	1992	149	-4.676444040204757
399	0	m	0	3	1992	149	NA
400	4	f	2	3	1992	149	4.468301292789226
401	9	f	1	1	1992	149	15.939494065025963
403	7	m	1	1	1992	149	-6.722064462285735
404	7	f	2	1	1992	149	2.6106292926045085
411	10	m	0	3	1992	149	3.6483842990014246
414	1	m	0	3	1992	149	-5.332830462261489
425	6	f	1	2	1992	149	6.782546001224254
433	10	m	1	1	1992	149	-1.4142273731870998
436	4	m	2	2	1992	149	-8.62634147821387
443	5	m	0	1	1992	149	-10.277608456355978
451	11	f	0	1	1992	149	9.058190010918201
453	0	m	1	2	1992	149	-7.4007338301615535
458	9	m	2	3	1992	149	-2.995896196198184
459	0	m	1	2	1992	149	-9.103393490454472
464	0	m	0	1	1992	149	-5.467609790904448
469	0	f	0	3	1992	149	NA
471	5	f	1	3	1992	149	7.681872198469272
477	4	f	1	2	1992	149	5.369888425272559
481	3	f	2	2	1992	149	8.118102327464861
491	1	m	1	3	1992	149	NA
497	2	m	0	2	1992	149	-9.784929651821983
500	9	m	2	1	1992	149	-0.4608553502078063
502	8	m	1	3	1992	149	-5.420066286578245
508	1	f	1	1	1992	149	6.042630253019176
513	0	m	2	3	1992	149	-14.354251588520677
514	1	m	0	1	1992	149	-9.251551333888463
523	9	f	0	1	1992	149	NA
527	4	f	2	1	1992	149	5.840428763238946
532	4	m	1	2	1992	149	-9.387562648008258
534	7	f	0	1	1992	149	6.898723933000926
537	12	m	2	1	1992	149	-2.048499119695129
539	5	m	0	3	1992	149	-3.6725542142708116
546	8	m	1	3	1992	149	-1.0965935550569776
550	3	f	0	1	1992	149	4.576704993042597
551	1	m	0	2	1992	149	-6.429819444500789
555	0	f	0	1	1992	149	8.872512247108732
562	4	m	0	3	1992	149	-8.38569393319412
572	3	f	2	3	1992	149	2.7658769017433005
573	8	m	2	1	1992	149	-6.799707833801365
580	2	m	2	1	1992	149	-5.336881114586136
592	6	f	0	1	1992	149	11.225363489467957
596	10	f	0	3	1992	149	NA
598	7	f	2	2	1992	149	7.905207482462007
600	8	m	0	1	1992	149	-1.9524872460218252
601	10	m	0	2	1992	149	-0.888131485255848
603	4	f	0	1	1992	149	8.890024014150292
605	4	m	0	2	1992	149	-3.7470927374671854
621	6	m	2	1	1992	149	-1.8080667329665558
623	0	m	2	1	1992	149	-7.336481323755022
629	3	f	1	1	1992	149	5.2620389778799845
631	10	m	0	3	1992	149	-1.5282569522481175
634	2	f	0	1	1992	149	4.961876643170513
636	2	f	0	2	1992	149	7.372426072981989
644	4	m	2	2	1992	149	-11.09714996577583
650	4	m	0	3	1992	149	-5.208045049538334
653	6	f	1	2	1992	149	3.4268940096449905
655	3	f	1	3	1992	149	4.050292060693051
658	6	f	0	3	1992	149	6.065732596855452
661	7	f	0	1	1992	149	NA
664	4	m	1	3	1992	149	-0.4363249381918043
668	0	m	0	2	1992	149	-7.7919525415412005
671	12	f	1	1	1992	149	12.029446199206365
677	3	f	1	2	1992	149	5.575148228970935
686	4	m	0	3	1992	149	NA
694	1	m	1	1	1992	149	-6.899205971924211
696	4	m	2	3	1992	149	4.106820348920307
701	10	f	0	2	1992	149	4.36432746401815
704	3	f	1	3	1992	149	3.9687094902363915
707	3	f	1	2	1992	149	4.283977119161712
710	0	f	2	1	1992	149	NA
712	7	m	1	3	1992	149	-1.2565475056747444
716	2	f	0	2	1992	149	6.0316627391470226
719	3	m	2	3	1992	149	-6.662747740856303
737	5	m	2	1	1992	149	-4.858366433380189
740	3	f	1	3	1992	149	3.8182154976468983
742	2	f	1	3	1992	149	6.311614869538314
744	9	m	1	2	1992	149	-5.983037078203603
749	9	f	2	2	1992	149	5.32504880309522
758	4	f	0	3	1992	149	2.467941158416784
776	9	m	1	1	1992	149	-6.217585702371224
778	11	m	2	1	1992	149	-4.830784090934049
788	4	m	1	1	1992	149	-0.35469280053928554
800	7	f	0	1	1992	149	4.941282173890948
804	0	m	0	2	1992	149	-2.3959072307375893
806	7	m	2	2	1992	149	-5.684546546348394
820	7	m	2	1	1992	149	-2.479873916860724
825	5	f	2	3	1992	149	2.628662861597864
826	8	m	1	3	1992	149	-0.9021064868881616
835	1	f	2	1	1992	149	2.0967999898370273
846	4	f	2	2	1992	149	NA
849	0	f	0	2	1992	149	-1.1197816855227851
854	5	m	1	1	1992	149	0.018701071202503694
861	5	m	1	1	1992	149	-6.329105490411649
863	11	m	1	1	1992	149	NA
875	7	m	2	1	1992	149	-1.0190578265363293
877	9	f	0	3	1992	149	NA
878	10	f	2	2	1992	149	10.20748022407477
879	2	f	2	3	1992	149	5.961491459131609
880	10	f	2	3	1992	149	NA
883	11	m	2	3	1992	149	-2.6096681872885386
884	4	f	2	2	1992	149	10.841389305886553
886	7	f	2	1	1992	149	2.8790453768172926
890	8	m	2	1	1992	149	-3.611551322432873
895	0	f	0	3	1992	149	2.612126400819731
899	9	f	0	2	1992	149	NA
904	1	m	0	1	1992	149	-6.99093359737953
905	4	f	2	2	1992	149	3.298054047969008
906	2	f	1	3	1992	149	9.241311767210398
4	9	m	0	3	1993	156	-5.831779990498935
13	1	f	2	2	1993	156	5.404250558239359
19	6	f	1	3	1993	156	8.571674393814748
26	4	m	1	1	1993	156	-5.291812592037288
31	3	m	2	3	1993	156	-11.233826636974152
34	9	m	1	3	1993	156	0.09119044743010873
37	5	m	2	3	1993	156	-4.607324601734616
38	1	f	2	2	1993	156	3.230185236747606
41	0	m	0	2	1993	156	-9.224239161380558
43	1	f	0	2	1993	156	1.1723551109714503
45	5	m	2	1	1993	156	-3.159368604311853
48	10	m	2	2	1993	156	-5.994081257479362
51	2	f	0	1	1993	156	1.116046171280556
54	7	m	1	1	1993	156	NA
59	13	f	2	3	1993	156	7.983596851965074
60	4	m	2	2	1993	156	-8.480197943261645
69	0	f	2	3	1993	156	4.565217276854481
73	8	m	2	2	1993	156	-6.76180802004688
78	1	m	0	2	1993	156	-9.946276816308023
80	11	m	1	3	1993	156	-5.68871590629787
83	5	f	0	2	1993	156	5.148983656062914
91	3	m	1	2	1993	156	-8.05960077220115
92	2	m	1	2	1993	156	-13.155003538507604
94	3	m	0	1	1993	156	-3.7354779499830237
98	4	f	0	1	1993	156	2.581256175722861
103	7	f	2	3	1993	156	6.474734456762283
104	4	f	1	3	1993	156	7.232382963650277
105	3	f	1	1	1993	156	1.001095936700076
108	6	m	2	3	1993	156	-6.546335437535376
110	4	f	0	2	1993	156	4.369440366628432
117	0	f	1	1	1993	156	0.31463460756755723
122	8	f	2	2	1993	156	6.55633026177453
125	0	f	2	1	1993	156	6.313735827836413
127	2	m	0	1	1993	156	-0.06688727079761292
132	3	f	1	2	1993	156	1.902802630373311
137	7	f	1	1	1993	156	NA
140	10	m	1	3	1993	156	-4.390319177272566
145	12	m	0	2	1993	156	-5.852309452085119
148	2	f	2	2	1993	156	3.0414130933565455
149	6	m	0	2	1993	156	-6.692213469298998
163	0	f	0	1	1993	156	-2.5207761510906437
167	6	m	0	3	1993	156	-7.326827249956059
168	8	m	0	3	1993	156	-5.139751276527171
174	7	m	0	3	1993	156	-6.900070204384651
182	1	f	1	3	1993	156	5.690652070778967
185	2	m	0	1	1993	156	-7.711337866047797
192	2	f	1	2	1993	156	5.612692110051466
194	3	m	2	2	1993	156	-4.801506090169763
197	7	f	1	3	1993	156	5.27982974397637
200	12	f	1	1	1993	156	8.907277039347226
201	6	f	0	2	1993	156	3.8285798696484616
203	6	f	1	3	1993	156	7.471065255660207
214	3	f	2	1	1993	156	7.499209183759464
218	2	m	1	1	1993	156	-10.056898469738988
227	7	f	0	1	1993	156	9.660529312718875
231	4	m	1	3	1993	156	-8.01799306071581
234	0	m	0	1	1993	156	-8.55225761544049
237	2	f	0	3	1993	156	6.554239736976731
244	11	f	2	2	1993	156	6.512649976257155
267	11	f	0	3	1993	156	10.350302091071903
273	8	m	1	3	1993	156	-3.6232277832093454
279	10	f	2	1	1993	156	9.114482070366131
297	11	f	0	2	1993	156	7.896780885116021
298	3	m	2	2	1993	156	NA
303	3	f	1	1	1993	156	4.983120240686059
305	4	f	2	3	1993	156	5.002524198834992
311	3	m	1	3	1993	156	-9.289794310111576
313	3	m	2	2	1993	156	-10.754326145967475
316	2	m	1	1	1993	156	NA
322	3	f	2	3	1993	156	4.3107026770824906
323	2	f	0	1	1993	156	2.7546848036864704
330	0	f	2	3	1993	156	3.1009656093891174
334	13	f	1	1	1993	156	15.314523037896645
339	2	f	0	2	1993	156	10.189380355936168
344	6	m	0	3	1993	156	-3.139222365322249
350	7	f	1	2	1993	156	3.4400692898352734
353	9	m	1	3	1993	156	NA
354	1	m	2	1	1993	156	-4.6150239912634214
356	7	f	0	1	1993	156	7.9918769518378525
359	5	f	2	3	1993	156	8.64942707278412
368	9	f	1	2	1993	156	5.746380376608213
374	0	f	2	2	1993	156	4.385293459616623
375	0	f	1	1	1993	156	-1.04584575815341
376	1	m	1	1	1993	156	-1.6244656473527876
385	5	m	2	1	1993	156	-1.6749740211177004
386	1	m	0	2	1993	156	-11.921603367351294
387	7	m	1	2	1993	156	-5.704053882968033
390	3	f	0	1	1993	156	0.15615735499316621
391	8	m	2	3	1993	156	-2.2626301719613315
394	7	m	0	3	1993	156	-3.8356255175152962
398	0	m	0	1	1993	156	NA
399	1	m	1	3	1993	156	NA
400	5	f	1	3	1993	156	8.98126592660207
403	8	m	0	1	1993	156	-7.787350717950129
404	8	f	0	1	1993	156	11.367538816445329
411	11	m	1	3	1993	156	-4.140679023101251
412	0	m	2	1	1993	156	-6.935325082306776
425	7	f	1	2	1993	156	6.227876883317715
436	5	m	2	2	1993	156	-8.5723572505982
443	6	m	2	1	1993	156	NA
451	12	f	2	1	1993	156	7.455607140436306
453	1	m	2	2	1993	156	NA
458	10	m	2	3	1993	156	-2.044275030136912
459	1	m	2	2	1993	156	-8.261390214374668
464	1	m	2	1	1993	156	-9.481924553790657
469	1	f	1	3	1993	156	6.033609204856642
471	6	f	0	3	1993	156	2.409556698159266
477	5	f	1	2	1993	156	3.5259800487978477
481	4	f	1	2	1993	156	2.0448663251568475
491	2	m	1	3	1993	156	NA
497	3	m	1	2	1993	156	NA
502	9	m	2	3	1993	156	-3.5812663989339875
508	2	f	2	1	1993	156	2.7174393756560726
513	1	m	1	3	1993	156	-10.689034072912415
514	2	m	1	1	1993	156	-7.913174855395266
523	10	f	2	1	1993	156	4.708987079161808
527	5	f	1	1	1993	156	2.1235436081737125
532	5	m	2	2	1993	156	-3.297620421482044
534	8	f	2	1	1993	156	4.945269571916519
537	13	m	0	1	1993	156	-0.2842016786062319
539	6	m	0	3	1993	156	-6.359394763821699
546	9	m	0	3	1993	156	NA
550	4	f	1	1	1993	156	9.597041060446745
551	2	m	0	2	1993	156	-6.6594064441716325
555	1	f	1	1	1993	156	3.3566696595447896
562	5	m	1	3	1993	156	-0.7669502086732863
572	4	f	0	3	1993	156	2.140031004062746
573	9	m	0	1	1993	156	-3.038289229953036
580	3	m	0	1	1993	156	-3.2281465979939306
582	0	m	2	3	1993	156	-4.004639181377137
592	7	f	0	1	1993	156	7.2789891775217015
596	11	f	1	3	1993	156	6.347965821787264
598	8	f	2	2	1993	156	6.871456000538145
600	9	m	1	1	1993	156	-2.7910900906293397
601	11	m	1	2	1993	156	-0.38254829356875175
603	5	f	2	1	1993	156	5.569094827473709
605	5	m	2	2	1993	156	-2.0978620503393284
621	7	m	1	1	1993	156	-7.890157084873911
623	1	m	0	1	1993	156	-9.901301126608697
629	4	f	0	1	1993	156	1.5582145457553975
631	11	m	0	3	1993	156	-1.9734936989738077
633	0	f	0	1	1993	156	NA
634	3	f	0	1	1993	156	3.48125133642566
636	3	f	2	2	1993	156	1.3135757649171171
644	5	m	2	2	1993	156	-1.8801321779335733
653	7	f	1	2	1993	156	9.72447418648497
655	4	f	2	3	1993	156	12.4860123063609
658	7	f	1	3	1993	156	5.946303071533092
660	0	f	1	3	1993	156	NA
661	8	f	0	1	1993	156	7.80972387338661
664	5	m	2	3	1993	156	-3.524954961201762
667	0	f	1	3	1993	156	6.796598028876856
668	1	m	0	2	1993	156	-10.134843482730146
671	13	f	2	1	1993	156	8.08126345823521
677	4	f	0	2	1993	156	8.259470127399858
686	5	m	1	3	1993	156	-12.447003555136815
693	0	m	0	2	1993	156	-8.455118691688021
696	5	m	2	3	1993	156	NA
701	11	f	0	2	1993	156	5.357026634492377
707	4	f	0	2	1993	156	8.98233542535123
710	1	f	0	1	1993	156	3.3800634804049614
712	8	m	1	3	1993	156	-3.927852656554844
716	3	f	1	2	1993	156	2.45669747659227
718	0	m	0	3	1993	156	-8.047014173103664
719	4	m	0	3	1993	156	NA
737	6	m	2	1	1993	156	-7.977405498255961
740	4	f	1	3	1993	156	2.607250657747023
742	3	f	0	3	1993	156	6.193242692009847
744	10	m	0	2	1993	156	0.45008636548489456
749	10	f	1	2	1993	156	8.995344591809438
776	10	m	1	1	1993	156	-5.7309660351152445
788	5	m	2	1	1993	156	-6.089907609679862
791	0	m	1	1	1993	156	-4.512340236334842
792	0	m	2	3	1993	156	-7.222419475153802
800	8	f	2	1	1993	156	13.257359241145434
804	1	m	0	2	1993	156	-9.382608660799413
806	8	m	0	2	1993	156	-1.633774616887566
819	0	f	1	1	1993	156	-1.671290925201582
820	8	m	0	1	1993	156	NA
825	6	f	1	3	1993	156	8.190700303084402
826	9	m	0	3	1993	156	-8.454592897814683
835	2	f	2	1	1993	156	4.329222951027682
845	0	m	2	1	1993	156	-7.601731115954157
846	5	f	1	2	1993	156	7.308258445438735
849	1	f	0	2	1993	156	4.106833895002712
854	6	m	2	1	1993	156	0.022819926962730386
861	6	m	1	1	1993	156	-4.683325925802523
863	12	m	1	1	1993	156	-1.6813158450998498
875	8	m	1	1	1993	156	-1.0414912837839971
877	10	f	2	3	1993	156	11.8484668950173
879	3	f	0	3	1993	156	2.2492276517298784
880	11	f	0	3	1993	156	6.081524772874787
881	0	m	0	1	1993	156	-11.907177175802314
883	12	m	0	3	1993	156	-1.5886433084437939
884	5	f	1	2	1993	156	6.770423051699156
886	8	f	1	1	1993	156	6.192652697857541
890	9	m	0	1	1993	156	-8.50816918730866
895	1	f	2	3	1993	156	1.6575223376901196
899	10	f	0	2	1993	156	10.05386958160103
904	2	m	2	1	1993	156	-7.3972032469503315
905	5	f	0	2	1993	156	3.175440623785465
906	3	f	1	3	1993	156	3.0829579027626144
4	10	m	2	3	1994	142	-3.9330752784394245
13	2	f	1	2	1994	142	8.76376737122201
19	7	f	0	3	1994	142	9.094987170546899
23	0	f	0	3	1994	142	7.450297012618983
26	5	m	0	1	1994	142	-6.010866048296524
31	4	m	2	3	1994	142	-1.5351466601594075
34	10	m	2	3	1994	142	NA
37	6	m	1	3	1994	142	0.0027828619498821983
38	2	f	0	2	1994	142	5.047727540701735
41	1	m	2	2	1994	142	-6.94632499339697
43	2	f	0	2	1994	142	4.9523486723543755
45	6	m	1	1	1994	142	-6.787041029349728
46	0	f	1	1	1994	142	1.3936328521322872
48	11	m	2	2	1994	142	-1.139646835254008
51	3	f	2	1	1994	142	7.450241959549998
54	8	m	1	1	1994	142	-2.548703381090649
58	0	m	2	1	1994	142	-4.809271769474606
59	14	f	1	3	1994	142	NA
60	5	m	2	2	1994	142	-4.111516819285667
73	9	m	0	2	1994	142	NA
74	0	m	0	2	1994	142	NA
75	0	m	1	3	1994	142	-5.524384129176085
78	2	m	2	2	1994	142	-4.323714178272894
80	12	m	2	3	1994	142	0.9266642736701134
83	6	f	0	2	1994	142	8.964518297264092
91	4	m	1	2	1994	142	-0.8636592133023675
92	3	m	2	2	1994	142	NA
94	4	m	1	1	1994	142	-6.388621935461842
98	5	f	2	1	1994	142	5.015869936952949
103	8	f	2	3	1994	142	7.430047305183129
104	5	f	2	3	1994	142	5.14508075800886
105	4	f	0	1	1994	142	NA
108	7	m	2	3	1994	142	-0.9991171676803895
110	5	f	0	2	1994	142	9.900559570506953
117	1	f	1	1	1994	142	NA
122	9	f	1	2	1994	142	7.487992426696357
125	1	f	1	1	1994	142	-2.4033186752003832
127	3	m	1	1	1994	142	-5.2710986400049045
132	4	f	1	2	1994	142	3.6159859607101845
137	8	f	1	1	1994	142	9.501860805834276
140	11	m	1	3	1994	142	-1.0278559162638592
141	0	f	1	1	1994	142	2.5907849125520652
145	13	m	0	2	1994	142	NA
147	0	m	1	3	1994	142	-6.9090520377221
148	3	f	2	2	1994	142	4.0278950018909585
149	7	m	2	2	1994	142	-2.9064180167216582
163	1	f	2	1	1994	142	4.567852175547987
168	9	m	1	3	1994	142	-2.0193504759918697
174	8	m	0	3	1994	142	0.8130854362404547
179	0	m	0	3	1994	142	-5.249404837453387
182	2	f	2	3	1994	142	-0.2475262942262281
185	3	m	0	1	1994	142	-4.407736678479441
192	3	f	2	2	1994	142	NA
194	4	m	2	2	1994	142	NA
195	0	m	1	3	1994	142	NA
197	8	f	1	3	1994	142	9.047531313884544
200	13	f	1	1	1994	142	11.509687759669275
201	7	f	0	2	1994	142	7.793309764873674
203	7	f	0	3	1994	142	10.171167517235894
208	0	f	2	2	1994	142	5.7299188511913455
214	4	f	0	1	1994	142	7.3852341977454525
218	3	m	0	1	1994	142	-7.181451462563778
223	0	f	1	1	1994	142	3.73321639466638
227	8	f	2	1	1994	142	10.699131659287174
231	5	m	2	3	1994	142	-5.285371349016633
234	1	m	1	1	1994	142	-5.339724288703039
237	3	f	1	3	1994	142	4.040813390617817
244	12	f	0	2	1994	142	9.034321589692352
250	0	f	2	1	1994	142	6.316450713811194
255	0	f	0	2	1994	142	-2.032010897579876
267	12	f	1	3	1994	142	8.391301535660942
273	9	m	1	3	1994	142	-2.082253052833734
279	11	f	2	1	1994	142	13.705412855778132
297	12	f	2	2	1994	142	6.973781723981313
298	4	m	2	2	1994	142	-2.924858919474775
303	4	f	2	1	1994	142	5.732642550598022
305	5	f	1	3	1994	142	8.061922618972611
311	4	m	0	3	1994	142	-1.1763628260788077
313	4	m	1	2	1994	142	-5.669689317287025
322	4	f	1	3	1994	142	11.07527585309429
323	3	f	2	1	1994	142	3.098352614480373
330	1	f	2	3	1994	142	-2.346356908112549
334	14	f	0	1	1994	142	10.01565702748354
339	3	f	0	2	1994	142	2.2707077836894585
344	7	m	2	3	1994	142	-6.276378698960682
350	8	f	2	2	1994	142	6.878113213900313
356	8	f	0	1	1994	142	7.615686521911315
359	6	f	2	3	1994	142	7.674563980450746
374	1	f	1	2	1994	142	6.023211715396114
375	1	f	0	1	1994	142	7.111417561263189
376	2	m	1	1	1994	142	-3.102591555136836
385	6	m	2	1	1994	142	NA
386	2	m	1	2	1994	142	-1.2097877647018345
387	8	m	1	2	1994	142	-0.7958752912072682
390	4	f	2	1	1994	142	4.767890163911584
391	9	m	2	3	1994	142	-1.659378440595465
394	8	m	2	3	1994	142	-4.338226235294671
398	1	m	1	1	1994	142	-1.037645402477343
399	2	m	1	3	1994	142	-4.676891309013408
400	6	f	0	3	1994	142	3.519296855668609
404	9	f	1	1	1994	142	7.605259176808081
409	0	m	1	2	1994	142	-7.974094105773166
412	1	m	2	1	1994	142	-5.549770317034757
436	6	m	1	2	1994	142	-3.210771296643979
443	7	m	1	1	1994	142	-6.40204496325382
447	0	m	0	3	1994	142	NA
451	13	f	2	1	1994	142	8.197051557040922
453	2	m	2	2	1994	142	-4.884589636703392
458	11	m	2	3	1994	142	1.5296965415353965
459	2	m	2	2	1994	142	NA
464	2	m	1	1	1994	142	-6.910009414088952
469	2	f	0	3	1994	142	5.5071319097182245
471	7	f	1	3	1994	142	6.869625368294841
477	6	f	2	2	1994	142	7.033719403643593
481	5	f	0	2	1994	142	1.7252492264425585
485	0	f	0	1	1994	142	-1.4390201130230769
491	3	m	2	3	1994	142	-2.1139943921243836
497	4	m	2	2	1994	142	-3.80928292486972
502	10	m	2	3	1994	142	-1.0958497795565392
508	3	f	2	1	1994	142	NA
513	2	m	0	3	1994	142	-7.3001972315497285
514	3	m	2	1	1994	142	-7.298020524801358
527	6	f	2	1	1994	142	2.1901200858626235
532	6	m	0	2	1994	142	-1.7753775464116357
534	9	f	0	1	1994	142	NA
537	14	m	2	1	1994	142	-4.535920138575585
539	7	m	1	3	1994	142	-4.035629643304478
545	0	m	2	3	1994	142	-8.054685210672513
546	10	m	0	3	1994	142	-4.046941309254654
550	5	f	0	1	1994	142	4.190820449312002
551	3	m	0	2	1994	142	-2.907015791826062
555	2	f	0	1	1994	142	6.77196783620909
573	10	m	0	1	1994	142	-0.14222188148840895
580	4	m	2	1	1994	142	-6.638244778757605
582	1	m	0	3	1994	142	-5.666969633699322
585	0	m	1	3	1994	142	-6.472067531902787
586	0	f	2	2	1994	142	NA
595	0	m	1	3	1994	142	-5.197886389625441
596	12	f	0	3	1994	142	8.41278010205825
598	9	f	2	2	1994	142	11.689743970610534
600	10	m	1	1	1994	142	-3.198641298350978
601	12	m	2	2	1994	142	-0.5099109300988144
603	6	f	2	1	1994	142	10.036337464495059
605	6	m	1	2	1994	142	-2.2345841306890364
621	8	m	0	1	1994	142	-1.300593434144222
623	2	m	0	1	1994	142	-5.9499599746696905
629	5	f	2	1	1994	142	7.829922138635206
631	12	m	2	3	1994	142	-2.2702177226519558
633	1	f	2	1	1994	142	9.542739793882337
634	4	f	1	1	1994	142	6.090431091250983
636	4	f	1	2	1994	142	6.049864824108214
640	0	m	0	2	1994	142	-4.089133804901796
644	6	m	1	2	1994	142	0.9710708294122665
653	8	f	0	2	1994	142	2.8305787508534976
655	5	f	1	3	1994	142	6.992063695263654
658	8	f	0	3	1994	142	8.945939245947594
660	1	f	2	3	1994	142	NA
661	9	f	2	1	1994	142	7.334780981209387
664	6	m	1	3	1994	142	-5.147521310488816
667	1	f	2	3	1994	142	4.257806458310837
668	2	m	1	2	1994	142	-1.688061422195049
677	5	f	2	2	1994	142	6.46059640697558
682	0	f	2	3	1994	142	NA
686	6	m	2	3	1994	142	-1.9372144516821581
696	6	m	2	3	1994	142	2.6096466943314223
701	12	f	2	2	1994	142	9.532220957159812
702	0	m	1	2	1994	142	-7.030934968271635
703	0	m	2	2	1994	142	-5.335654392607356
707	5	f	2	2	1994	142	7.275790615174356
710	2	f	2	1	1994	142	0.10607010616583863
712	9	m	1	3	1994	142	-6.71467604143628
716	4	f	1	2	1994	142	12.384064607426282
717	0	m	1	1	1994	142	-1.2519698209440349
718	1	m	2	3	1994	142	-2.839990979289968
719	5	m	0	3	1994	142	-6.203805838470997
737	7	m	2	1	1994	142	-1.8407677081772171
740	5	f	0	3	1994	142	10.325359633785764
744	11	m	0	2	1994	142	3.4466194588380907
749	11	f	1	2	1994	142	7.84043891479879
776	11	m	1	1	1994	142	-0.9694343089060287
788	6	m	2	1	1994	142	-5.543652357148715
791	1	m	1	1	1994	142	-5.045969378180299
792	1	m	0	3	1994	142	-4.879892577266812
800	9	f	0	1	1994	142	9.690707977226545
804	2	m	1	2	1994	142	-5.191156849987396
805	0	f	1	2	1994	142	NA
806	9	m	1	2	1994	142	-0.858844966777187
819	1	f	0	1	1994	142	1.8784318845272385
820	9	m	0	1	1994	142	-2.1076318356152552
822	0	f	0	2	1994	142	1.8119226126722243
825	7	f	1	3	1994	142	6.354864068670514
826	10	m	1	3	1994	142	3.8739282427933728
835	3	f	1	1	1994	142	2.519498172769763
845	1	m	1	1	1994	142	-9.945876207974672
846	6	f	1	2	1994	142	6.249310102036528
849	2	f	0	2	1994	142	6.414009013867672
854	7	m	1	1	1994	142	NA
862	0	f	2	3	1994	142	NA
863	13	m	1	1	1994	142	2.0266752097172946
875	9	m	0	1	1994	142	-5.4676169222698165
877	11	f	2	3	1994	142	9.633541291987017
879	4	f	1	3	1994	142	4.405564022921711
880	12	f	2	3	1994	142	4.232915363929919
881	1	m	0	1	1994	142	-7.5539965584070075
882	0	m	2	2	1994	142	-9.90931277517798
883	13	m	0	3	1994	142	2.234491460033788
884	6	f	1	2	1994	142	8.331737332641596
888	0	f	0	2	1994	142	8.413003083754495
890	10	m	2	1	1994	142	-5.025987183775245
895	2	f	2	3	1994	142	2.8181652377514634
